ORGANIZATION NAME,ORGANIZATION ID (IPF),PROJECT NUMBER,FUNDING MECHANISM,NIH REFERENCE,PI NAME,PI PERSON ID,PROJECT TITLE,DEPT NAME,NIH DEPT COMBINNING NAME,NIH MC COMBINING NAME,DIRECT COST,INDIRECT COST,FUNDING,CONGRESSIONAL DISTRICT,CITY,STATE OR COUNTRY NAME,ZIP CODE,ATTRIBUTED TO MEDICAL SCHOOL,MEDICAL SCHOOL LOCATION,INSTITUTION TYPE,AWARD NOTICE DATE,FOA
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,75N92019D00010-P00002-759202200002-1,R&D Contracts,11180937,"CAI, JIANWEN",78846487,HISPANIC COMMUNITY HEALTH STUDY - STUDY OF LATINOS COORDINATING CENTER DIVERSITY SUPPLEMENT FOR JOSE LOPEZ,,NONE,UNAVAILABLE,,,"$26,743",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,Domestic Higher Education,,NULL
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,7R37CA260223-05,RPGs - Non SBIR/STTR,11170333,"BRUDNO, YEVGENY",11876861,Biomaterial Scaffolds for Ex Vivo and In Situ CAR-T Cell Production,NONE,NONE,SCHOOLS OF PHARMACY,"$327,101","$112,724","$439,825",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PHARMACY,8/30/24,PA-24-254
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,3U54CA260543-02S2,Research Centers,11171010,"BARIC, RALPH S",1885536,North Carolina Seronet Center for Excellence,EPIDEMIOLOGY,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF PUBLIC HEALTH,"$616,585","$204,216","$820,801",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PUBLIC HEALTH,8/21/24,RFA-CA-20-038
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,3R01HL157075-04S1,RPGs - Non SBIR/STTR,11170261,"MEYER, MICHELLE",9784337,Arterial stiffness in mother/infant dyads: Life course approach to prevent cardiovascular disease,EMERGENCY MEDICINE,EMERGENCY MEDICINE,SCHOOLS OF MEDICINE,"$113,606","$63,051","$176,657",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,8/20/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,3R01HL157075-04S2,RPGs - Non SBIR/STTR,11170270,"MEYER, MICHELLE",9784337,Arterial stiffness in mother/infant dyads: Life course approach to prevent cardiovascular disease,EMERGENCY MEDICINE,EMERGENCY MEDICINE,SCHOOLS OF MEDICINE,"$192,755",,"$192,755",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,8/26/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,1R56DK140967-01,RPGs - Non SBIR/STTR,11174188,"BAHNSON, EDWARD M",12210496,Differential redox regulation of vein and arterial smooth muscle cells in AVF stenosis,CELL BIOLOGY AND PHYSIOLOGY,PHYSIOLOGY,SCHOOLS OF MEDICINE,"$132,835","$67,165","$200,000",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,9/17/24,PAR-23-275
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,3R01GM148685-03S1,RPGs - Non SBIR/STTR,11179019,"LI, BO",10652468,Mechanisms of unusual enzymes in the biosynthesis of a copper-containing antibiotic,CHEMISTRY,CHEMISTRY,SCHOOLS OF ARTS AND SCIENCES,"$55,445","$25,130","$80,575",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF ARTS AND SCIENCES,8/31/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,1R56AG084730-01A1,RPGs - Non SBIR/STTR,11178816,"AXTMAN, ALISON DONNELLY",10602420,Optimization of a potent and cell active CK2 chemical probe for Alzheimer's disease therapy,NONE,NONE,SCHOOLS OF PHARMACY,"$639,346","$193,827","$833,173",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PHARMACY,9/25/24,PAR-21-029
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,1R56HL171301-01A1,RPGs - Non SBIR/STTR,11175769,"HISADA, YOHEI M",12641315,Mechanisms of coagulopathy and bleeding in acute promyelocytic leukemia,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$497,521","$267,296","$764,817",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,9/17/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,2R56AI143381-05,RPGs - Non SBIR/STTR,11118353,"BROWNE, EDWARD P",10246897,Regulation of HIV Latency by Host Cell Transcriptional and Epigenetic Networks,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$268,152","$147,275","$415,427",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,8/8/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,3R35GM147286-03S1,RPGs - Non SBIR/STTR,11121174,"RAAB, JESSE R.",11602460,Mechanisms of SWI/SNF complex assembly and function,GENETICS,GENETICS,SCHOOLS OF MEDICINE,"$57,232","$25,208","$82,440",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,6/26/24,PAR-20-117
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,3T32GM152316-01S2,Training - Institutional,11111503,"DESHMUKH, MOHANISH P",6721519,UNC Medical Scientist Training Program,CELL BIOLOGY AND PHYSIOLOGY,PHYSIOLOGY,SCHOOLS OF MEDICINE,"$57,274","$2,662","$59,936",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,6/24/24,PAR-21-189
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,3P01HL164320-03S1,RPGs - Non SBIR/STTR,11113018,"BOUCHER, RICHARD CHARLES",1860172,Multi-Scale Investigations of Respiratory Mucus/Mucin Structure and Function in Health and Disease,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$88,718",,"$88,718",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,8/1/24,PAR-21-088
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,3R35GM122532-08S2,RPGs - Non SBIR/STTR,11112723,"WEEKS, KEVIN M",1860696,Discovery and Function of Higher-Order RNA Structure,CHEMISTRY,CHEMISTRY,SCHOOLS OF ARTS AND SCIENCES,"$13,430","$5,716","$19,146",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF ARTS AND SCIENCES,6/28/24,PAR-19-367
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,3D43TW009340-13S2,Other Research-Related,11111954,"CHI, BENJAMIN H.",7616651,"UJMT – ORWH – Gazzetta, Issa-Boube",OBSTETRICS AND GYNECOLOGY,OBSTETRICS & GYNECOLOGY,SCHOOLS OF MEDICINE,"$82,181","$6,574","$88,755",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,6/24/24,PA-20-272
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,3D43TW009340-13S1,Other Research-Related,11111994,"CHI, BENJAMIN H.",7616651,"UJMT – OBSSR – Charles-Stijnberg, Nakanga",OBSTETRICS AND GYNECOLOGY,OBSTETRICS & GYNECOLOGY,SCHOOLS OF MEDICINE,"$159,678","$12,774","$172,452",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,6/21/24,PA-20-272
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,3D43TW009340-13S3,Other Research-Related,11127176,"CHI, BENJAMIN H.",7616651,UJMT - NIEHS - Baldewsingh,OBSTETRICS AND GYNECOLOGY,OBSTETRICS & GYNECOLOGY,SCHOOLS OF MEDICINE,"$82,937","$4,937","$87,874",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,8/5/24,PA-20-272
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,3R01NS131225-02S3,RPGs - Non SBIR/STTR,11128200,"GARCIA, TANYA PAMELA",11419996,Landis Award for Outstanding Mentorship: Administrative Supplement to NS131225,BIOSTATISTICS,BIOSTATISTICS & OTHER MATH SCI,SCHOOLS OF PUBLIC HEALTH,"$100,000","$55,500","$155,500",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PUBLIC HEALTH,8/23/24,PA-20-272
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,3D43TW009340-13S4,Other Research-Related,11143998,"CHI, BENJAMIN H.",7616651,UJMT – Morehouse School of Medicine Supplement,OBSTETRICS AND GYNECOLOGY,OBSTETRICS & GYNECOLOGY,SCHOOLS OF MEDICINE,"$147,984","$2,000","$149,984",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,8/30/24,PA-20-272
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,7R01DC014093-11,RPGs - Non SBIR/STTR,11146874,"YOUNG, SAMUEL MATTHEW",10536515,Regulation of Synaptic Vesicle Dynamics in the Auditory System,PEDIATRICS,PEDIATRICS,SCHOOLS OF MEDICINE,"$212,500","$112,381","$324,881",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,8/12/24,PA-24-254
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,7R24OD011883-13,Other Research-Related,11134216,"HAENDEL, MELISSA A",1869835,The Monarch Initiative: Linking Diseases to Model Organism Resources,GENETICS,GENETICS,SCHOOLS OF MEDICINE,"$1,209,005","$106,687","$1,315,692",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,8/28/24,PA-21-268
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,3R01AI165537-03S1,RPGs - Non SBIR/STTR,11135641,"JULIANO, JONATHAN J",9763229,Relapsing malaria in Africa: mechanisms for persistence amid falciparum decline,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$55,837","$21,759","$77,596",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,7/11/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,75N93022C00024-P00004-9999-1,R&D Contracts,11132562,"SENA, ARLENE",79863076,Syphilis Specimen Collection,,NONE,UNAVAILABLE,,,"$1,428,434",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,Domestic Higher Education,,NULL
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,7RM1HG010860-05,RPGs - Non SBIR/STTR,11138176,"HAENDEL, MELISSA A",1869835,A phenomics-first resource for interpretation of variants,GENETICS,GENETICS,SCHOOLS OF MEDICINE,"$1,569,361","$334,315","$1,903,676",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,8/20/24,PA-21-268
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R35GM135160-05,RPGs - Non SBIR/STTR,10746411,"GUPTON, STEPHANIE",9739285,Coordinated Cytoskeletal Dynamics and Membrane Remodeling in Cellular Shape Change,CELL BIOLOGY AND PHYSIOLOGY,PHYSIOLOGY,SCHOOLS OF MEDICINE,"$250,000","$130,281","$380,281",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,11/17/23,PAR-17-094
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01HL152077-04,RPGs - Non SBIR/STTR,10746817,"MOCK, JASON ROBERT",6825909,Defining the Role of Regulatory T Cells in Resolution of Acute Lung Injury,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$371,257","$206,048","$577,305",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,12/12/23,PA-19-056
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5F30AI169746-02,Training - Individual,10747337,"VELEZ, AMANDA ZOYLA",16080954,Identifying the role of manganese limitation in antibiotic killing of Staphylococcus aureus,MICROBIOLOGY AND IMMUNOLOGY,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,"$40,518",,"$40,518",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,11/1/23,PA-21-049
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01DK127365-04,RPGs - Non SBIR/STTR,10747392,"BERKOWITZ, SETH A",11752932,Food as Medicine for HIV: A Randomized Trial of Medically Tailored Meals and Lifestyle Intervention,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$503,834","$100,086","$603,920",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,12/4/23,RFA-DK-19-019
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5UG1HD107692-03,Other Research-Related,10747322,"MAYER-DAVIS, ELIZABETH J",1875798,Nutrition for Precision Health: The University of North Carolina at Chapel Hill Clinical Center,NUTRITION,NUTRITION,SCHOOLS OF PUBLIC HEALTH,"$3,095,638","$1,673,824","$3,874,619",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PUBLIC HEALTH,1/31/24,RFA-RM-21-005
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01HL151348-04,RPGs - Non SBIR/STTR,10747296,"SAMULSKI, RICHARD J",1857677,Development of AAV vectors for CF therapy,PHARMACOLOGY,PHARMACOLOGY,SCHOOLS OF MEDICINE,"$250,000","$138,750","$388,750",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,11/16/23,PA-19-056
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01HL155951-04,RPGs - Non SBIR/STTR,10745674,"CHEN, GANG",12176718,Role of the ER stress transcription factor XBP1S in the development of idiopathic pulmonary fibrosis,PEDIATRICS,PEDIATRICS,SCHOOLS OF MEDICINE,"$262,951","$145,938","$408,889",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,12/15/23,PA-19-056
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01MH122692-05,RPGs - Non SBIR/STTR,10746069,"SONG, JUAN",12291069,Sex-dependent role of 5HT1A receptors in adult neurogenesis and hippocampal function,PHARMACOLOGY,PHARMACOLOGY,SCHOOLS OF MEDICINE,"$367,215","$203,804","$571,019",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,12/6/23,PA-19-056
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5UM1AI069423-18,RPGs - Non SBIR/STTR,10745995,"ERON, JOSEPH J",1944892,University of North Carolina Global HIV Prevention and Treatment Clinical Trials Unit,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$3,147,419","$1,006,256","$3,992,131",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,11/13/23,RFA-AI-19-045
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R21AI166876-02,RPGs - Non SBIR/STTR,10739303,"TISCH, ROLAND M",1859480,Enhancing antigen-based therapy for T1D by T cell coreceptor tuning,MICROBIOLOGY AND IMMUNOLOGY,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,"$125,000","$69,375","$194,375",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,10/26/23,PA-20-195
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01AI173004-02,RPGs - Non SBIR/STTR,10739807,"CONLON, BRIAN PATRICK",11488972,Diabetes and Antibiotic Treatment Failure,MICROBIOLOGY AND IMMUNOLOGY,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,"$490,881","$193,439","$684,320",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,10/23/23,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R35HL155656-04,RPGs - Non SBIR/STTR,10740876,"QIAN, LI",11985737,Altering Cardiac Cell Fate for Heart Repair,PATHOLOGY AND LAB MEDICINE,PATHOLOGY,SCHOOLS OF MEDICINE,"$588,001","$321,500","$909,501",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,11/6/23,RFA-HL-20-012
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5K01MH121186-05,Other Research-Related,10742941,"HILL, LAUREN",11614038,Promoting PrEP shared decision-making and adherence among pregnant and breastfeeding women in Zambia,HEALTH BEHAVIOR,MISCELLANEOUS,SCHOOLS OF PUBLIC HEALTH,"$167,821","$13,426","$181,247",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PUBLIC HEALTH,11/17/23,PA-19-127
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01DC019444-03,RPGs - Non SBIR/STTR,10741783,"GROSE, JOHN H",1967300,Binaural Processing and Spatial Hearing: Effects of Age and Hearing Loss,OTOLARYNGOLOGY-HEAD & NECK SURGERY,OTOLARYNGOLOGY,SCHOOLS OF MEDICINE,"$305,032","$162,908","$467,940",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,11/28/23,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R35HL139950-07,RPGs - Non SBIR/STTR,10744775,"BAUTCH, VICTORIA L",1860201,MOLECULAR AND CELLULAR CONTROL OF ANGIOGENESIS,CAROLINA CTR FOR GENOME SCIENCES,GENETICS,SCHOOLS OF MEDICINE,"$587,998","$315,850","$903,848",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,12/26/23,RFA-HL-16-024
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5F30CA254064-04,Training - Individual,10663224,"OH, NUL L",14079715,Detection and treatment of breast and colorectal cancer in dual eligible beneficiaries in the Medicare Sharing Savings Program,HEALTH POLICY AND MANAGEMENT,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF PUBLIC HEALTH,"$53,974",,"$53,974",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PUBLIC HEALTH,7/23/24,PA-19-191
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01NS125386-02,RPGs - Non SBIR/STTR,10650282,"KRISHNA, VIBHOR",14269267,3-D Tractography Focused Ultrasound Ablation for Essential Tremor,NEUROSURGERY,NEUROSURGERY,SCHOOLS OF MEDICINE,"$401,373","$109,805","$511,178",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,7/11/24,PA-20-183
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01NR017944-05,RPGs - Non SBIR/STTR,10624277,"YEO, SEONAE",1959802,Promoting stretching exercise to reduce cardiovascular health risk in late pregnant women with obesity,NONE,NONE,SCHOOLS OF NURSING,"$274,137","$134,846","$408,983",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF NURSING,2/29/24,PA-18-345
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01ES033518-03,RPGs - Non SBIR/STTR,10630302,"ENGEL, STEPHANIE",7922387,Early Life Phthalate Exposures in Relation to Structural and Functional Brain Development,EPIDEMIOLOGY,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF PUBLIC HEALTH,"$424,992","$235,871","$660,863",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PUBLIC HEALTH,6/18/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01MD012832-05,RPGs - Non SBIR/STTR,10551805,"KNEIPP, SHAWN MARIE",1959720,"NC Works4Health: Reducing Chronic Disease Risks in Socioeconomically Disadvantaged, Unemployed Populations",NONE,NONE,SCHOOLS OF NURSING,"$406,778","$220,521","$627,299",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF NURSING,11/21/23,PA-18-345
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01DK126959-03,RPGs - Non SBIR/STTR,10581549,"MOTTL, AMY",7576237,The Impact of Diabetes on Patients with Glomerular Disease: CureGN-Diabetes,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$545,550","$59,591","$605,141",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,4/11/24,PA-19-056
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,75N92022D00001-0-759202400001-1,R&D Contracts,11219722,"COUPER, DAVID",79558701,THE ATHEROSCLEROSIS RISK IN COMMUNITIES (ARIC) STUDY - COORDINATING CENTER - TASK AREA B,,NONE,UNAVAILABLE,,,"$1,452,224",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,Domestic Higher Education,,NULL
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01GM058921-24,RPGs - Non SBIR/STTR,10737618,"MARZLUFF, WILLIAM F.",1887845,Histone mRNA Regulation in Development,BIOCHEMISTRY AND BIOPHYSICS,BIOCHEMISTRY,SCHOOLS OF MEDICINE,"$417,253","$228,240","$645,493",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,11/15/23,PA-19-056
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01ES032544-03,RPGs - Non SBIR/STTR,10732254,"MORAN, TIMOTHY",11634146,Role of the indoor exposome in peanut allergy development,PEDIATRICS,PEDIATRICS,SCHOOLS OF MEDICINE,"$312,487","$166,071","$478,558",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,11/22/23,RFA-ES-21-001
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01MH124675-04,RPGs - Non SBIR/STTR,10733448,"CROWLEY, JAMES JOSEPH",8720728,2/2 Rare Genetic Variation and Risk for Obsessive Compulsive Disorder,GENETICS,GENETICS,SCHOOLS OF MEDICINE,"$125,000","$69,375","$194,375",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,10/25/23,PAR-19-297
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,4R37CA230786-06,RPGs - Non SBIR/STTR,10733028,"PYLAYEVA-GUPTA, YULIYA",9707697,Function of IL35+ B cells in pancreatic cancer,GENETICS,GENETICS,SCHOOLS OF MEDICINE,"$256,776","$139,395","$396,171",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,4/4/24,PAR-21-138
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5K01ES032837-03,Other Research-Related,10734060,"REBULI, MEGHAN ELIZABETH",12634028,Impact of sex on respiratory response to wood smoke exposure,PEDIATRICS,PEDIATRICS,SCHOOLS OF MEDICINE,"$122,821","$11,677","$134,498",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,12/5/23,PAR-19-225
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5K01MD016989-02,Other Research-Related,10710058,"SPEES, LISA PATTERSON",11060259,Patient Navigation in Gynecologic Oncology: Improving Care among Rural Endometrial Cancer Patients,HEALTH POLICY AND MANAGEMENT,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF PUBLIC HEALTH,"$124,844","$9,988","$134,832",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PUBLIC HEALTH,12/9/23,PA-20-190
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01MH130671-02,RPGs - Non SBIR/STTR,10694920,"SULLIVAN, PATRICK F",2272277,1/3 Sequencing and Trans-Diagnostic Phenotyping of Severe Mental Illness in Diverse Populations,GENETICS,GENETICS,SCHOOLS OF MEDICINE,"$491,050","$269,255","$760,305",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,6/26/24,PAR-19-297
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R21CA267584-02,RPGs - Non SBIR/STTR,10672881,"BAE-JUMP, VICTORIA LIN",9761500,Impact of Obesity on Immuno-Oncology Agents in Endometrial Cancer,OBSTETRICS AND GYNECOLOGY,OBSTETRICS & GYNECOLOGY,SCHOOLS OF MEDICINE,"$111,031","$61,622","$172,653",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,7/26/24,PAR-20-292
